date,pair,side,net_return,pnl,equity,peak,drawdown
2026-01-16,USDJPY=X,LONG,0.007299661547571806,228.2591790110818,104461.02738044046,107219.3453447384,-0.025725935514987697
2026-01-26,EURJPY=X,LONG,-0.010798247215866957,-338.3987994232329,104122.62858101723,107219.3453447384,-0.02888207117628272
2026-01-30,EURUSD=X,LONG,0.0016297156935149795,50.90708455455453,104173.53566557178,107219.3453447384,-0.02840727733762538
2026-03-04,GBPUSD=X,SHORT,0.000613915370741313,19.18612043086887,104192.72178600264,107219.3453447384,-0.028228334625662543
2026-03-20,USDJPY=X,LONG,0.0013698692417280494,42.81912143597191,104235.54090743861,107219.3453447384,-0.02782897459134881
2026-04-01,USDJPY=X,LONG,-0.009149740038767338,-286.11843063100855,103949.42247680761,107219.3453447384,-0.030497508238062077
2026-04-08,GBPUSD=X,SHORT,-0.009575668306785419,-298.6155570959443,103650.80691971167,107219.3453447384,-0.03328259852317639
2026-04-09,EURUSD=X,LONG,7.06019599666815e-05,2.195385036197915,103653.00230474788,107219.3453447384,-0.03326212288019281
2026-04-22,EURUSD=X,LONG,-0.005263815946046741,-163.68309791620544,103489.31920683167,107219.3453447384,-0.034788741956161995
2026-04-23,EURJPY=X,LONG,0.008517930852123878,264.4544594811503,103753.77366631282,107219.3453447384,-0.03232226113004932
